Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
Sunny,Al-Medina,Nissan,Automatic,Saudi,Standard,2019,1.5,89000,29000
Datsun,Dammam,Nissan,Manual,Saudi,Semi Full,2016,2.4,39000,52000
The 7,Jeddah,BMW,Automatic,Saudi,Full,2015,3.0,110000,107000
G,Riyadh,Mercedes,Automatic,Other,Full,2019,4.0,39000,800000
Land Cruiser,Qassim,Toyota,Automatic,Saudi,Full,2012,8.0,228000,112000
Camry,Qassim,Toyota,Automatic,Saudi,Full,2012,2.5,265000,32000
Expedition,Al-Medina,Ford,Automatic,Saudi,Semi Full,2003,5.4,400000,5000
Taurus,Dammam,Ford,Automatic,Other,Full,2015,3.5,121000,82000
Wrangler,Jeddah,Jeep,Automatic,Gulf Arabic,Semi Full,2018,4.0,32000,129000
C,Jeddah,Mercedes,Automatic,Gulf Arabic,Full,2016,2.0,100500,120000
Azera,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,3.5,74000,77000
Charger,Taef,Dodge,Automatic,Saudi,Semi Full,2018,1.6,5000,125000
Taurus,Dammam,Ford,Automatic,Other,Full,2015,3.5,122000,69000
E,Jeddah,Mercedes,Automatic,Other,Full,2015,2.2,127000,85000
Impala,Riyadh,Generalis Motors,Automatic,Saudi,Semi Full,2014,3.6,80000,45000
Sportage,Riyadh,Kia,Automatic,Other,Standard,2016,2.0,55000,68000
Hilux,Hail,Toyota,Automatic,Saudi,Semi Full,2016,2.7,162500,84000
Azera,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,3.0,107154,61000
Sonata,Al-Ahsa,Hyundai,Automatic,Saudi,Standard,2018,2.4,65000,64000
CT-S,Yanbu,Cadillac,Automatic,Saudi,Full,2011,3.0,101000,40000
Edge,Jeddah,Ford,Automatic,Other,Semi Full,2011,3.5,260,26000
The 7,Al-Medina,BMW,Automatic,Saudi,Semi Full,2008,2.0,176000,26000
Cerato,Dammam,Kia,Automatic,Saudi,Standard,2018,1.6,57000,39500
LX,Riyadh,Lexus,Automatic,Saudi,Full,2018,1.0,105000,355000
Yukon,Dammam,Generalis Motors,Automatic,Saudi,Standard,2013,5.3,327000,45000
Camry,Dammam,Toyota,Automatic,Gulf Arabic,Standard,2015,2.4,161000,55000
Hiace,Riyadh,Toyota,Manual,Saudi,Standard,2016,2.7,331000,62000
Other,Jeddah,Toyota,Automatic,Saudi,Full,2018,6.1,115150,95000
3,Jeddah,Mazda,Automatic,Saudi,Full,2015,2.0,74000,55000
Impala,Riyadh,Generalis Motors,Automatic,Gulf Arabic,Semi Full,2019,3.6,85000,73000
Sonata,Qassim,Hyundai,Automatic,Other,Semi Full,2017,1.7,82190,63000
Land Cruiser,Al-Baha,Toyota,Manual,Saudi,Semi Full,2012,6.6,109,120000
Sonata,Hafar Al-Batin,Hyundai,Manual,Saudi,Standard,2013,2.4,490000,16000
Accent,Al-Jouf,Hyundai,Automatic,Saudi,Semi Full,2018,1.4,114969,30000
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.6,73000,45000
Hilux,Najran,Toyota,Manual,Saudi,Full,2014,2.7,98000,70000
Expedition,Al-Ahsa,Ford,Automatic,Saudi,Standard,2016,5.4,172000,76000
Spark,Riyadh,Generalis Motors,Automatic,Saudi,Semi Full,2019,1.4,58000,26000
Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,2015,4.6,248000,135000
Other,Al-Ahsa,Kia,Automatic,Saudi,Standard,2015,2.0,102000,40000
Accent,Al-Ahsa,Hyundai,Automatic,Saudi,Standard,2020,1.4,2600,45000
Yukon,Dammam,Generalis Motors,Automatic,Saudi,Standard,2013,5.3,107000,75000
Furniture,Jeddah,Toyota,Automatic,Saudi,Semi Full,2015,2.7,114900,55000
Traverse,Riyadh,Generalis Motors,Automatic,Saudi,Standard,2017,3.6,308400,45000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,85093,29500
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,52000,31000
Charger,Qassim,Dodge,Automatic,Saudi,Semi Full,2019,3.6,76000,102000
Other,Riyadh,Ford,Manual,Saudi,Full,2011,2.5,168000,24000
Cadenza,Tabouk,Kia,Automatic,Gulf Arabic,Full,2016,3.3,100,77000
Yukon,Riyadh,Generalis Motors,Automatic,Saudi,Full,2008,5.3,382000,45000
Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Standard,2009,4.5,468000,65000
Sierra,Dammam,Generalis Motors,Automatic,Gulf Arabic,Standard,2013,5.3,248000,63000
Charger,Riyadh,Dodge,Automatic,Saudi,Full,2016,6.2,99000,215000
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,103000,31000
S,Dammam,Mercedes,Automatic,Saudi,Semi Full,2018,3.0,590,390000
Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2018,2.7,111362,64500
Land Cruiser,Hail,Toyota,Automatic,Saudi,Full,2008,8.0,295000,65000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,71000,27500
CX9,Dammam,Mazda,Automatic,Other,Full,2016,2.5,104000,105000
Emgrand,Riyadh,Other,Automatic,Saudi,Full,2019,1.8,43000,45000
Maxima,Riyadh,Nissan,Automatic,Saudi,Standard,2017,3.5,158543,61500
Datsun,Jeddah,Nissan,Manual,Saudi,Semi Full,2015,2.0,130000,32000
Camry,Al-Medina,Toyota,Automatic,Saudi,Full,2007,2.5,420,30000
Other,Riyadh,Other,Automatic,Saudi,Full,2020,1.5,33000,55000
Land Cruiser 70,Aseer,Toyota,Manual,Saudi,Full,2019,4.0,26000,130000
Impala,Dammam,Generalis Motors,Automatic,Gulf Arabic,Standard,2019,3.6,144000,77000
Accord,Dammam,Honda,Automatic,Saudi,Standard,2016,2.4,61000,69000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,93315,35500
Tucson,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,1.6,27900,72000
Sentra,Jeddah,Nissan,Automatic,Saudi,Semi Full,2017,1.6,55005,1139
Innova,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.7,203312,62500
S,Jeddah,Mercedes,Automatic,Saudi,Full,2013,8.0,160000,110000
Other,Aseer,Other,Automatic,Saudi,Full,2021,2.0,4000,105000
Pajero,Dammam,Mitsubishi,Automatic,Gulf Arabic,Semi Full,2017,3.5,129000,65000
Ciocca,Al-Ahsa,Toyota,Automatic,Saudi,Semi Full,2013,5.7,235000,85000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,69000,35000
Senta fe,Jeddah,Hyundai,Automatic,Saudi,Full,2016,3.3,73115,85000
Other,Riyadh,Lexus,Automatic,Saudi,Full,2015,4.6,146000,126000
Taurus,Al-Namas,Ford,Automatic,Saudi,Semi Full,2010,4.4,10000,25000
Mustang,Jeddah,Ford,Manual,Other,Full,2004,4.6,172,35000
Innova,Riyadh,Toyota,Automatic,Saudi,Full,2013,2.7,201000,36000
Pathfinder,Dammam,Nissan,Automatic,Gulf Arabic,Semi Full,2009,2.0,245000,19000
Senta fe,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,3.3,62000,55000
Avalon,Aseer,Toyota,Automatic,Saudi,Full,2012,3.5,225000,75000
6,Al-Baha,Mazda,Automatic,Saudi,Semi Full,2009,3.7,299000,15000
Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2015,3.2,125000,130000
Caprice,Abha,Generalis Motors,Automatic,Other,Standard,2013,6.0,215,42000
Suburban,Riyadh,Generalis Motors,Automatic,Other,Semi Full,2001,5.3,500000,15000
Maxima,Dammam,Nissan,Automatic,Saudi,Full,2018,3.5,48000,85000
Sonata,Dammam,Hyundai,Automatic,Saudi,Full,2019,2.4,33000,85000
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.6,45370,49000
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.4,120000,62000
Camry,Riyadh,Toyota,Automatic,Other,Standard,2010,2.5,400000,22000
Expedition,Jeddah,Ford,Automatic,Saudi,Standard,2018,3.5,55000,143000
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2012,3.5,237000,25000
Eado,Jeddah,Changan,Automatic,Saudi,Full,2021,1.6,1000,60000
Land Cruiser 70,Makkah,Toyota,Manual,Saudi,Full,2015,2.6,180000,80000
Land Cruiser,Jazan,Toyota,Automatic,Gulf Arabic,Full,2011,4.6,1060204,115000
Sunny,Jeddah,Nissan,Automatic,Saudi,Standard,2016,1.5,200000,20000
Land Cruiser,Najran,Toyota,Manual,Saudi,Semi Full,1988,4.0,195000,30000
6,Riyadh,Mazda,Automatic,Gulf Arabic,Standard,2017,2.5,48004,55000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2018,2.4,135000,58000
IS,Dammam,Lexus,Automatic,Other,Full,2016,3.5,96000,108000
Explorer,Riyadh,Ford,Automatic,Gulf Arabic,Full,2016,3.5,76677,111500
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.6,52000,51000
Grand Cherokee,Al-Ahsa,Jeep,Automatic,Other,Full,2011,5.7,266000,36000
Other,Qassim,Mitsubishi,Automatic,Saudi,Semi Full,2020,2.4,43000,1625
Challenger,Dammam,Dodge,Automatic,Other,Full,2016,3.6,160000,89000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Full,2018,2.0,116,42000
Other,Riyadh,Kia,Automatic,Saudi,Semi Full,2021,1.6,10000,75000
Caprice,Riyadh,Generalis Motors,Automatic,Saudi,Semi Full,2016,6.0,208647,74000
Other,Riyadh,Audi,Automatic,Saudi,Full,2016,2.0,108000,80000
Elantra,Qassim,Hyundai,Automatic,Other,Semi Full,2017,1.6,91269,50000
Hilux,Dammam,Toyota,Manual,Saudi,Full,2020,2.4,29000,142000
Picanto,Al-Medina,Kia,Automatic,Saudi,Standard,2015,1.0,142000,18500
E,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,2016,3.0,117000,110000
Yukon,Riyadh,Generalis Motors,Automatic,Saudi,Standard,2005,5.3,409000,20000
Duster,Dammam,Renault,Automatic,Saudi,Standard,2016,2.0,157000,18000
Ciocca,Al-Medina,Toyota,Automatic,Saudi,Standard,2013,5.7,114000,89000
GS,Dammam,Other,Automatic,Saudi,Full,2016,1.5,139000,42000
Marquis,Najran,Ford,Automatic,Other,Full,1999,4.6,388000,10000
Accord,Riyadh,Honda,Automatic,Saudi,Full,2018,2.0,105000,85000
Tahoe,Riyadh,Generalis Motors,Automatic,Saudi,Semi Full,2013,5.2,201866,57000
C,Dammam,Mercedes,Automatic,Other,Full,2015,2.0,82000,109000
Other,Riyadh,Mitsubishi,Automatic,Saudi,Full,2017,3.3,199000,73000
Patrol,Jeddah,Nissan,Automatic,Saudi,Full,2014,4.0,265000,100000
Yaris,Riyadh,Toyota,Automatic,Saudi,Full,2014,1.5,375000,24000
Navara,Hail,Nissan,Manual,Saudi,Standard,2016,2.5,185000,43000
Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,2019,1.4,83000,37000
Sonata,Al-Medina,Hyundai,Automatic,Saudi,Full,2018,2.4,97000,65000
Optima,Riyadh,Kia,Automatic,Gulf Arabic,Full,2015,2.4,79680,49000
The 7,Dammam,BMW,Automatic,Saudi,Full,2016,2.0,134000,150000
Other,Dammam,Other,Automatic,Other,Full,2016,3.7,99000,99000
Accord,Riyadh,Honda,Automatic,Saudi,Semi Full,2017,2.5,63000,82000
Tahoe,Jeddah,Generalis Motors,Automatic,Other,Full,2003,5.3,488000,13000
Optima,Riyadh,Kia,Automatic,Gulf Arabic,Semi Full,2015,2.4,68245,45000
Spark,Dammam,Generalis Motors,Automatic,Saudi,Semi Full,2017,1.4,108,20000
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2014,5.4,263000,48000
Hilux,Dammam,Toyota,Manual,Saudi,Standard,2016,2.7,213557,63000
Azera,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,36000,48000
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2015,5.7,119000,180000
Other,Jeddah,Other,Automatic,Saudi,Full,2016,3.0,38000,155000
The 7,Al-Ahsa,BMW,Automatic,Gulf Arabic,Full,2021,2.0,1500,384900
Sorento,Riyadh,Kia,Automatic,Saudi,Full,2016,3.3,116000,53000
Optima,Riyadh,Kia,Automatic,Saudi,Semi Full,2016,2.4,233124,51500
Yukon,Riyadh,Generalis Motors,Automatic,Saudi,Full,2016,6.2,152000,122000
Yaris,Riyadh,Toyota,Automatic,Saudi,Standard,2018,1.5,62000,35000
Elantra,Aseer,Hyundai,Automatic,Saudi,Semi Full,2013,2.0,300000,20000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,117081,27000
Land Cruiser,Al-Ahsa,Toyota,Automatic,Saudi,Full,2015,4.7,137000,150000
Other,Riyadh,Nissan,Automatic,Saudi,Semi Full,2014,2.0,68000,35000
Traverse,Riyadh,Generalis Motors,Automatic,Other,Standard,2014,3.6,195000,42000
Sonata,Aseer,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,72000,65000
Sierra,Dammam,Generalis Motors,Automatic,Saudi,Semi Full,2020,5.3,60000,155000
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2015,4.0,180000,135000
Optima,Riyadh,Kia,Automatic,Saudi,Standard,2018,2.4,40000,55000
Other,Jeddah,Other,Automatic,Saudi,Semi Full,2018,2.0,36000,210000
The 3,Jeddah,BMW,Automatic,Saudi,Full,2011,2.5,74000,35000
Pajero,Dammam,Mitsubishi,Automatic,Gulf Arabic,Full,2018,3.8,5000,109000
Patrol,Abha,Nissan,Manual,Saudi,Standard,1978,4.0,30000,28000
Yukon,Riyadh,Generalis Motors,Automatic,Saudi,Standard,2007,5.3,262,30000
F150,Qassim,Ford,Automatic,Gulf Arabic,Standard,2019,5.0,22000,110000
A,Jeddah,Mercedes,Automatic,Saudi,Semi Full,2021,4.0,250,179000
Other,Qassim,Other,Automatic,Saudi,Full,2020,1.5,15000,49000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,96341,26000
RX,Dammam,Lexus,Automatic,Saudi,Full,2016,3.5,121000,130000
Caprice,Riyadh,Generalis Motors,Automatic,Saudi,Full,2014,6.0,163000,82000
Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Full,2019,4.0,58428,138500
Furniture,Makkah,Toyota,Manual,Gulf Arabic,Semi Full,2010,2.7,200000,36000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2016,2.4,136000,42500
Taurus,Dammam,Ford,Automatic,Other,Semi Full,2017,3.5,142311,75000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,2.0,237000,42000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2015,1.4,176000,24000
GS,Riyadh,Other,Automatic,Saudi,Semi Full,2020,1.8,8400,58500
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,125848,30000
G80,Riyadh,Genesis,Automatic,Saudi,Semi Full,2020,3.8,11000,125000
The 7,Riyadh,BMW,Automatic,Gulf Arabic,Full,2017,1.4,90000,165000
Innova,Dammam,Toyota,Automatic,Saudi,Standard,2017,2.7,85218,64000
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2017,1.6,92412,44500
Carnival,Dammam,Kia,Automatic,Saudi,Standard,2009,3.5,126000,20000
6,Jeddah,Other,Automatic,Saudi,Full,2019,2.0,107,50000
Innova,Dammam,Toyota,Automatic,Saudi,Standard,2014,2.7,123000,33000
CX5,Jeddah,Mazda,Automatic,Saudi,Full,2020,2.0,26000,112000
Corolla,Dammam,Toyota,Manual,Saudi,Standard,2015,1.6,128333,33000
Pathfinder,Riyadh,Nissan,Automatic,Saudi,Full,2006,3.5,300,21000
Suburban,Dammam,Generalis Motors,Automatic,Other,Full,2016,5.3,192000,143000
Expedition,Jazan,Ford,Automatic,Saudi,Semi Full,2014,5.4,108000,60000
Rio,Dammam,Kia,Automatic,Saudi,Semi Full,2017,1.4,12000,26500
Datsun,Makkah,Nissan,Manual,Other,Standard,2008,2.4,180,30000
Pathfinder,Riyadh,Nissan,Automatic,Saudi,Standard,2007,3.5,111,30000
Cerato,Jeddah,Kia,Automatic,Saudi,Semi Full,2016,1.6,159,33000
Odyssey,Dammam,Honda,Automatic,Saudi,Full,2015,3.5,143000,74000
FJ,Tabouk,Toyota,Automatic,Saudi,Full,2016,4.0,148,98000
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Semi Full,2018,3.5,28000,122000
Other,Jeddah,Audi,Automatic,Saudi,Standard,2018,2.5,17000,138000
Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Semi Full,2020,2.7,49000,103000
LX,Riyadh,Lexus,Automatic,Saudi,Full,2014,5.7,73000,220000
Land Cruiser,Taef,Toyota,Automatic,Saudi,Standard,2009,5.0,319,75000
Corolla,Riyadh,Toyota,Automatic,Saudi,Semi Full,2018,1.6,43000,54500
Tucson,Dammam,Hyundai,Automatic,Saudi,Standard,2016,2.0,155000,45000
Charger,Al-Medina,Dodge,Automatic,Other,Full,2016,1.7,140,65000
Other,Al-Ahsa,Hyundai,Automatic,Other,Full,2017,1.6,110750,60000
Cherokee,Riyadh,Jeep,Automatic,Saudi,Standard,2010,3.4,400,15000
Tahoe,Dammam,Generalis Motors,Automatic,Saudi,Semi Full,2012,5.3,300000,48000
Range Rover,Jeddah,Land Rover,Automatic,Saudi,Full,2018,5.0,44000,365000
Charger,Riyadh,Dodge,Automatic,Saudi,Semi Full,2016,3.6,165407,76500
Pajero,Dammam,Mitsubishi,Automatic,Saudi,Full,2017,3.8,69000,77000
Furniture,Dammam,Toyota,Automatic,Saudi,Semi Full,2020,2.7,25000,110000
Fusion,Dammam,Ford,Automatic,Gulf Arabic,Semi Full,2016,1.2,99200,45000
S,Riyadh,Mercedes,Automatic,Other,Full,2017,3.0,53000,260000
IS,Riyadh,Lexus,Automatic,Saudi,Full,2015,3.5,181000,60000
Sierra,Riyadh,Generalis Motors,Automatic,Saudi,Semi Full,2018,5.3,181313,131500
Other,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.0,95000,55000
Hilux,Makkah,Toyota,Manual,Saudi,Standard,2009,1.5,25788,30000
Accord,Riyadh,Honda,Automatic,Gulf Arabic,Standard,2015,2.4,221000,48000
Charger,Taef,Dodge,Automatic,Other,Full,2013,5.7,175,38000
Other,Riyadh,Other,Automatic,Saudi,Full,2019,2.4,32209,61000
Malibu,Riyadh,Generalis Motors,Automatic,Saudi,Full,2014,2.4,280000,35000
Yukon,Riyadh,Generalis Motors,Automatic,Saudi,Standard,2018,5.3,82011,146500
Silverado,Riyadh,Generalis Motors,Automatic,Gulf Arabic,Full,2017,5.3,110000,107000
Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,2021,4.6,10000,290000
Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Full,2015,4.0,203843,90000
FJ,Dammam,Toyota,Automatic,Saudi,Semi Full,2014,4.0,199000,95000
Other,Jeddah,Nissan,Automatic,Saudi,Standard,2019,1.5,28000,58000
Pajero,Khobar,Mitsubishi,Automatic,Saudi,Standard,2015,3.5,264000,38000
Yukon,Jeddah,Generalis Motors,Automatic,Saudi,Semi Full,2014,5.3,300,65000
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2012,2.4,217000,39500
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,56400,38000
Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Full,2020,2.7,15000,105500
CX9,Riyadh,Mazda,Automatic,Saudi,Full,2015,2.5,314000,59000
Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.6,91700,48000
Camry,Qassim,Toyota,Automatic,Other,Full,2017,2.5,88348,70000
Silverado,Al-Ahsa,Generalis Motors,Automatic,Other,Semi Full,2010,5.3,73000,37000
Suburban,Riyadh,Generalis Motors,Automatic,Gulf Arabic,Standard,2016,5.3,98000,140000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,79968,29000
Other,Riyadh,Toyota,Automatic,Saudi,Full,2009,3.5,373000,33500
Other,Jeddah,Cadillac,Automatic,Gulf Arabic,Semi Full,2020,3.7,100,159000
Impala,Qassim,Generalis Motors,Automatic,Gulf Arabic,Standard,2019,3.5,53000,80000
Yukon,Riyadh,Generalis Motors,Automatic,Saudi,Semi Full,2007,5.3,359000,38000
Sportage,Dammam,Kia,Automatic,Saudi,Semi Full,2018,2.0,128000,60000
Navara,Jeddah,Nissan,Automatic,Saudi,Full,2015,2.5,129000,40000
Range Rover,Jeddah,Land Rover,Automatic,Saudi,Full,2014,5.0,97500,195000
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2015,2.5,130020,56500
FJ,Hail,Toyota,Automatic,Saudi,Semi Full,2016,4.6,272,85000
Cherokee,Riyadh,Jeep,Automatic,Other,Semi Full,2019,2.4,55000,75000
Silverado,Dammam,Generalis Motors,Automatic,Other,Full,1985,5.3,200,30000
Caprice,Tabouk,Generalis Motors,Automatic,Saudi,Semi Full,2015,6.0,235000,65000
6,Jubail,Mazda,Automatic,Saudi,Standard,2019,2.5,143000,68000
Durango,Al-Namas,Dodge,Automatic,Saudi,Semi Full,2014,3.6,244000,52000
Elantra,Riyadh,Hyundai,Automatic,Other,Standard,2015,2.0,300,25000
Sonata,Al-Ahsa,Hyundai,Automatic,Saudi,Full,2017,2.5,154,49000
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2006,4.5,199000,77000
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.5,109862,59500
Datsun,Riyadh,Nissan,Manual,Saudi,Full,2016,2.0,22000,45000
Hilux,Other,Toyota,Manual,Gulf Arabic,Full,2016,1.6,120,60000
Altima,Riyadh,Nissan,Automatic,Saudi,Full,2017,2.5,135988,49500
Range Rover,Jeddah,Land Rover,Automatic,Saudi,Full,2009,5.0,195000,45000
CX9,Qassim,Mazda,Automatic,Saudi,Full,2020,2.0,9500,132000
Escalade,Dammam,Cadillac,Automatic,Other,Full,2016,6.2,114000,175000
Sentra,Riyadh,Nissan,Automatic,Saudi,Semi Full,2014,1.4,165000,18500
Senta fe,Riyadh,Hyundai,Automatic,Saudi,Standard,2016,3.3,199,1576
Elantra,Riyadh,Hyundai,Manual,Saudi,Standard,2009,1.0,4000,11000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,88000,29000
Accent,Jeddah,Hyundai,Automatic,Other,Standard,2016,1.4,151000,25000
Elantra,Jubail,Hyundai,Automatic,Saudi,Full,2019,2.0,39000,65000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,117000,33000
Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2020,2.7,76192,93500
Yukon,Aseer,Generalis Motors,Automatic,Saudi,Standard,2008,5.3,235000,40000
Senta fe,Riyadh,Hyundai,Automatic,Saudi,Full,2009,2.7,260000,21000
Sunny,Jeddah,Nissan,Automatic,Other,Semi Full,2019,1.5,46000,32000
Victoria,Taef,Ford,Automatic,Saudi,Standard,2006,4.6,234000,22000
Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,2019,5.6,36000,520000
Furniture,Al-Medina,Toyota,Automatic,Saudi,Semi Full,2015,2.7,300,52000
ES,Riyadh,Lexus,Automatic,Saudi,Full,2015,3.5,85000,80000
Passat,Jeddah,Other,Automatic,Gulf Arabic,Full,2015,2.5,90000,55000
Camry,Al-Ahsa,Toyota,Manual,Saudi,Full,1995,2.5,300,12000
Camry,Dammam,Toyota,Automatic,Saudi,Full,2020,3.5,26000,126000
Camry,Riyadh,Toyota,Automatic,Other,Standard,2016,2.5,96000,60000
Tahoe,Jeddah,Generalis Motors,Automatic,Saudi,Standard,2017,5.3,176000,115000
CX5,Riyadh,Mazda,Automatic,Gulf Arabic,Standard,2014,2.5,110000,41000
Hiace,Dammam,Toyota,Manual,Saudi,Standard,2015,2.7,178000,60000
C,Aseer,Mercedes,Automatic,Other,Full,2018,2.0,91000,138000
Elantra,Jeddah,Hyundai,Automatic,Saudi,Full,2015,2.0,270000,27000
Camry,Qassim,Toyota,Automatic,Saudi,Standard,2017,2.5,84000,45000
Hilux,Jeddah,Toyota,Manual,Saudi,Full,2018,2.7,27000,88000
Cerato,Tabouk,Kia,Automatic,Saudi,Semi Full,2014,1.6,223,24000
Other,Riyadh,Nissan,Manual,Saudi,Standard,2002,2.5,37000,42000
Yukon,Hafar Al-Batin,Generalis Motors,Automatic,Saudi,Semi Full,2012,5.3,410000,56600
Cerato,Riyadh,Kia,Automatic,Saudi,Standard,2018,1.6,127000,41500
F150,Qassim,Ford,Automatic,Gulf Arabic,Full,2020,5.0,2061,155000
The 7,Jeddah,BMW,Automatic,Saudi,Full,2019,3.0,14000,247000
Other,Al-Medina,Mercedes,Automatic,Saudi,Full,2015,3.5,119000,99000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2014,1.5,139740,20000
Senta fe,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,3.3,31000,75000
Hilux,Jubail,Toyota,Manual,Gulf Arabic,Semi Full,2017,2.7,83000,76000
Patrol,Jazan,Nissan,Automatic,Saudi,Semi Full,2014,5.6,190000,105000
Pathfinder,Riyadh,Nissan,Automatic,Saudi,Full,2008,2.6,3150000,20000
Yukon,Riyadh,Generalis Motors,Automatic,Saudi,Standard,2018,5.3,87656,146500
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2021,4.6,20000,296000
Silverado,Abha,Generalis Motors,Automatic,Saudi,Standard,2018,4.3,70000,77000
Impala,Riyadh,Generalis Motors,Automatic,Saudi,Semi Full,2017,3.6,122102,53500
Tahoe,Dammam,Generalis Motors,Automatic,Other,Semi Full,2018,3.0,127000,159000
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Semi Full,2015,4.0,212000,145000
S,Riyadh,Mercedes,Automatic,Saudi,Full,2009,3.5,174000,72000
Other,Jeddah,Toyota,Automatic,Saudi,Standard,2020,1.5,55000,52000
Rio,Dammam,Kia,Automatic,Saudi,Standard,2019,1.4,72000,36500
Other,Riyadh,Other,Automatic,Saudi,Semi Full,2015,2.0,74000,69500
GS,Al-Ahsa,Lexus,Automatic,Gulf Arabic,Full,2017,1.0,69000,163000
ES,Riyadh,Lexus,Automatic,Saudi,Semi Full,2013,3.5,200000,75000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2016,1.6,147000,24000
Elantra,Dammam,Hyundai,Automatic,Gulf Arabic,Semi Full,2020,2.0,10000,63000
Other,Riyadh,Other,Manual,Saudi,Standard,2014,1.5,254000,25000
Caprice,Riyadh,Generalis Motors,Automatic,Saudi,Standard,2015,6.2,268041,75000
Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2020,1.4,89000,210000
Taurus,Dammam,Ford,Automatic,Other,Semi Full,2018,3.5,100000,89000
Duster,Al-Ahsa,Renault,Automatic,Saudi,Full,2017,2.0,106000,1128
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2015,2.7,157000,60000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.4,183000,27000
Other,Riyadh,BMW,Automatic,Saudi,Semi Full,2016,3.0,39000,190000
Datsun,Riyadh,Nissan,Manual,Saudi,Standard,2016,2.5,151000,37000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,96400,49000
Aveo,Qassim,Generalis Motors,Manual,Other,Standard,2011,1.2,102000,11000
Hilux,Dammam,Toyota,Manual,Saudi,Semi Full,2017,2.7,384000,66000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,68000,27000
